Name Ship to,Ship to party,Total Cost,Min,Max
LIČANKA PROIZVODNJA PIĆA d.o.o.,507139278,52.02,107.6,134.5
Franck d.d. - ATALIAN,507764859,18.86,34.75,34.75
Nova Natura d.o.o,507814542,18.48,163.83,163.83
SANOL H d.o.o.,507138959,20.85,45.5,52.102
RESTORAN XXXLESNINA SPLIT,507843457,143.9,1.032,149.95399999999998
AGS SKLADIŠTE OSIJEK,507863222,1009.1400000000003,0.51,2201.39
IREKS AROMA d.o.o.,507138298,63.7,22.33,211.2
RUS - AC POLARI,507138798,99.38,329.59,329.59
HOTEL PAGUS,507138277,14.0,5.16,24.875
Hotel Vodice d.d.,507523518,21.0,2.4,22.815
"GAVRILOVIĆ PRVA HRV.TVOR.SAL.,SUŠ.",507138192,7.0,0.212,0.212
Renata Bahlen,500743923,22.84,71.93,79.23
MEDICPRO d.o.o.,507138926,14.11,94.919,94.919
HOTEL PINIA,507139358,85.7,8.82,247.18
SJAJ PRAONICA RUBLJA,507798454,215.71000000000004,20.9,566.75
HOTEL DELFIN,507138565,7.0,20.394,20.394
EKO EKSPRES - PODRAVKA,507138405,7.0,0.149,0.149
Mihaljevic d.o.o,507889891,52.86,251.06,251.06
AQULUX,507138510,121.55,124.5,932.0
OLYMPUS - SPECIJALNA BOLNICA PRIMAM,507138148,7.0,27.51,27.51
HOTEL SIRENA,507138571,122.06,6.104,146.1
LABRANDA HOTEL SENSES,507139657,21.0,3.424,11.78
RUS - APP GALIJOT,507138769,104.47,21.62,368.01
"PC CENTRALNA KUHINJA VINEŽ, MT 3127",507138675,7.0,1.98,1.98
HOTEL ALBATROS,507915402,22.92,14.4,31.403
OLYMPUS - POLIKLINIKA SUNCE SPLIT,507138126,7.0,10.59,10.59
HOTEL EPIDAURUS,507915326,51.19,0.029,73.413
PETROKEMIJA - KUĆA MIKLENIĆ (Atalia,507139119,7.0,14.8,14.8
PJ PARENTIUM,507139832,7.0,9.948,9.948
ALCA - SPLIT,507138292,20.35,53.533,53.533
Praonica tip top,507889893,264.12,20.9,339.6
HRVATSKA MATICA ISELJENIKA,507138329,7.0,0.8,0.8
PRAONICA RUBLJA DUGA,507516442,139.26,189.63,721.86
RUS - APARTMANI ASTRA,507138779,35.83,24.96,189.07
Restoran ERSTE CARD CLUB,507579418,16.43,12.67,35.81
PC KAMP KRK,507138634,7.0,7.46,7.46
PC HOTEL ZVONIMIR - 5273 DOMAĆINSTV,507138643,14.0,2.49,6.775
EMANUEL & MATEO J.D.O.O.,507928944,84.87,41.8,293.37
PC ARGOSY - 7502 KUHINJA,507138654,7.0,6.568,6.568
MARCHE RAVNA GORA (AUTOCESTA RIJEKA,507139823,7.0,1.78,1.78
KAMP ROŽAC,507138616,44.35,255.92,255.92
RUS - AC Veštar,507138799,40.1,284.21,284.21
HOTEL KOMPAS,507138548,7.0,10.504,10.504
HOTEL EXCELSIOR,507138545,35.0,0.43,7.494
GRAND VILLA ARGENTINA,507138544,28.0,0.86,7.064
Hotel Supetar,507469305,21.0,0.43,2.672
PC HOTEL KORALJ,507138630,7.0,14.398,14.398
RUS - AC Pineta Fažana,507966174,40.1,243.335,243.335
PC TIRENA,507138418,44.19,0.2,74.175
HOTEL BONJ,507138570,21.509999999999998,28.02,48.370000000000005
Conex-Trade d.o.o.,507913790,44.35,256.85,256.85
"Longin beauty lounge, obrt za uslug",507969648,31.66,157.17,157.17
CENAR SPOT - OSEJEVA (Atalian),507139122,14.51,41.48,41.48
RUS - HOTEL MEDITERAN,507138763,67.7,31.83,284.74
Kaufland Vodice 6730,507969380,153.37999999999997,11.12,217.0
Mala ventula j.d.o.o,507988979,31.66,157.222,157.222
IMPERIAL LACROMA - 52620 DOMAĆINSTV,507188882,7.0,6.322,6.322
Marikomerc - Karmel ice,507992424,52.86,270.8,270.8
PRAONICA RUBLJA HISTRIANORUM LAVI (,507138709,99.38,325.95,397.238
Korčula Hill d.o.o,507924604,180.97999999999996,93.6,269.742
Šugaman j.d.o.o za usluge i trgovin,507924607,164.94,17.822,345.52
Energo floor d.o.o,507992228,207.54,17.822,991.88
Šumpreš 3,507999785,26.01,104.51,104.51
RUS - HOTEL MATERADA,507138764,49.69,329.59,329.59
SHERATON ZAGREB HOTEL,507139250,14.0,1.35,5.44
HOTEL ESPERANTO d.o.o.,507138512,17.52,69.5,69.5
Grašo commerce d.o.o,508021206,26.01,116.264,116.264
CAFFE BAR PROMENADA,507139571,37.33,152.05,152.05
OLYMPUS – CROATIA POLIKLINIKA,508021203,13.8,32.565,32.565
PATREA proizvodnja i prodaja suveni,507139174,7.0,1.05,1.05
TETEX d.o.o.,507139522,20.35,92.89,92.89
Obrt Lušija-praonica rublja,507992322,76.13,574.772,574.772
PC BAŠKA BEACH CAMPING RESORT - 527,507138698,7.0,3.154,3.154
HOTEL KRALJ TEHNIX D.O.O.,507139937,11.6,38.14,38.14
CROATIA-HVAR d.o.o.,507462179,88.7,236.29,255.19
GEBRUDER WEISS d.o.o.,507139214,7.0,22.9,22.9
KAUFLAND HRVATSKA k.d.,507138300,7.0,2.38,2.38
PRAONICA RUBLJA BIJELA KOŠULJA,507139192,20.35,53.466,53.466
"GORAN, UGOSTITELJSKI OBRT",507139660,23.19,59.02,59.02
PC SOLARIS - KAMP SOLARIS,507138182,7.0,22.825,22.825
ZATIŠJE 2003 d.o.o.,507798457,42.83,69.9,144.4
ISTARSKA PIVOVARA d.o.o.,507139156,28.83,164.3,164.3
VIRC d.o.o.,507138617,23.89,112.73,112.73
OLYMPUS - POLIKLINIKA BORZAN d.o.o.,507138149,13.8,49.19,49.19
PC VALAMAR CLUB DUBROVNIK,507138419,7.0,11.486,11.486
MCR d.o.o. HOTEL FRANKOPAN,507248749,7.0,20.88,20.88
BLAŽEKA d.o.o.,507139367,7.0,12.0,12.0
3 MT d.o.o.,508139324,7.0,17.822,17.822
MARCHE DRAGANIC SJEVER (AUTOCESTA Z,507139818,7.0,5.01,5.01
